"","year","length","value","groups","Length","Year"
"62",1993,28,0.00214312,"obs","28","1993"
"63",1993,29,0.00531122,"obs","29","1993"
"64",1993,30,0.0104361,"obs","30","1993"
"65",1993,31,0.0236675,"obs","31","1993"
"66",1993,32,0.0459374,"obs","32","1993"
"67",1993,33,0.079016,"obs","33","1993"
"68",1993,34,0.108647,"obs","34","1993"
"69",1993,35,0.156262,"obs","35","1993"
"70",1993,36,0.165766,"obs","36","1993"
"71",1993,37,0.127376,"obs","37","1993"
"72",1993,38,0.272922,"obs","38","1993"
"73",1994,15,0,"obs","15","1994"
"74",1994,16,0,"obs","16","1994"
"75",1994,17,0,"obs","17","1994"
"76",1994,18,0,"obs","18","1994"
"77",1994,19,0,"obs","19","1994"
"78",1994,20,0,"obs","20","1994"
"79",1994,21,0,"obs","21","1994"
"80",1994,22,0.00012288,"obs","22","1994"
"81",1994,23,0,"obs","23","1994"
"82",1994,24,0,"obs","24","1994"
"83",1994,25,0,"obs","25","1994"
"84",1994,26,0.00012288,"obs","26","1994"
"85",1994,27,0.000614402,"obs","27","1994"
"86",1994,28,0.00172032,"obs","28","1994"
"87",1994,29,0.00356353,"obs","29","1994"
"88",1994,30,0.00700418,"obs","30","1994"
"89",1994,31,0.0165888,"obs","31","1994"
"90",1994,32,0.0302286,"obs","32","1994"
"91",1994,33,0.069796,"obs","33","1994"
"92",1994,34,0.116245,"obs","34","1994"
"93",1994,35,0.174613,"obs","35","1994"
"94",1994,36,0.199435,"obs","36","1994"
"95",1994,37,0.170927,"obs","37","1994"
"96",1994,38,0.209019,"obs","38","1994"
"97",1995,15,8.66776e-05,"obs","15","1995"
"98",1995,16,0,"obs","16","1995"
"99",1995,17,0,"obs","17","1995"
"100",1995,18,8.66776e-05,"obs","18","1995"
"101",1995,19,0,"obs","19","1995"
"102",1995,20,0.000173355,"obs","20","1995"
"103",1995,21,8.66776e-05,"obs","21","1995"
"104",1995,22,0.000433388,"obs","22","1995"
"105",1995,23,0.000693421,"obs","23","1995"
"106",1995,24,0.00208026,"obs","24","1995"
"107",1995,25,0.0042472,"obs","25","1995"
"108",1995,26,0.00684753,"obs","26","1995"
"109",1995,27,0.00918783,"obs","27","1995"
"110",1995,28,0.00797434,"obs","28","1995"
"111",1995,29,0.010228,"obs","29","1995"
"112",1995,30,0.0128283,"obs","30","1995"
"113",1995,31,0.0152553,"obs","31","1995"
"114",1995,32,0.0213227,"obs","32","1995"
"115",1995,33,0.0432521,"obs","33","1995"
"116",1995,34,0.0807836,"obs","34","1995"
"117",1995,35,0.127416,"obs","35","1995"
"118",1995,36,0.156366,"obs","36","1995"
"119",1995,37,0.164341,"obs","37","1995"
"120",1995,38,0.336309,"obs","38","1995"
"121",1996,15,0,"obs","15","1996"
"122",1996,16,0,"obs","16","1996"
"123",1996,17,0,"obs","17","1996"
"124",1996,18,0,"obs","18","1996"
"125",1996,19,0,"obs","19","1996"
"126",1996,20,0,"obs","20","1996"
"127",1996,21,0,"obs","21","1996"
"128",1996,22,0,"obs","22","1996"
"129",1996,23,0,"obs","23","1996"
"130",1996,24,0.000251826,"obs","24","1996"
"131",1996,25,0.000251826,"obs","25","1996"
"132",1996,26,0,"obs","26","1996"
"133",1996,27,0.00113322,"obs","27","1996"
"134",1996,28,0.00163687,"obs","28","1996"
"135",1996,29,0.00277008,"obs","29","1996"
"136",1996,30,0.00667338,"obs","30","1996"
"137",1996,31,0.00616973,"obs","31","1996"
"138",1996,32,0.0132209,"obs","32","1996"
"139",1996,33,0.0280786,"obs","33","1996"
"140",1996,34,0.0582977,"obs","34","1996"
"141",1996,35,0.12201,"obs","35","1996"
"142",1996,36,0.176908,"obs","36","1996"
"143",1996,37,0.189121,"obs","37","1996"
"144",1996,38,0.393478,"obs","38","1996"
"145",1997,15,0,"obs","15","1997"
"146",1997,16,0,"obs","16","1997"
"147",1997,17,0,"obs","17","1997"
"148",1997,18,0,"obs","18","1997"
"149",1997,19,0,"obs","19","1997"
"150",1997,20,0,"obs","20","1997"
"151",1997,21,0,"obs","21","1997"
"152",1997,22,0,"obs","22","1997"
"153",1997,23,0,"obs","23","1997"
"154",1997,24,0.00152062,"obs","24","1997"
"155",1997,25,0.00646265,"obs","25","1997"
"156",1997,26,0.0138757,"obs","26","1997"
"157",1997,27,0.0201483,"obs","27","1997"
"158",1997,28,0.0210987,"obs","28","1997"
"159",1997,29,0.0210987,"obs","29","1997"
"160",1997,30,0.0191979,"obs","30","1997"
"161",1997,31,0.0144459,"obs","31","1997"
"162",1997,32,0.0150162,"obs","32","1997"
"163",1997,33,0.0290819,"obs","33","1997"
"164",1997,34,0.0541722,"obs","34","1997"
"165",1997,35,0.114807,"obs","35","1997"
"166",1997,36,0.159095,"obs","36","1997"
"167",1997,37,0.173351,"obs","37","1997"
"168",1997,38,0.336628,"obs","38","1997"
"169",2003,15,0,"obs","15","2003"
"170",2003,16,0,"obs","16","2003"
"171",2003,17,0,"obs","17","2003"
"172",2003,18,0,"obs","18","2003"
"173",2003,19,0,"obs","19","2003"
"174",2003,20,0,"obs","20","2003"
"175",2003,21,0,"obs","21","2003"
"176",2003,22,0.000165975,"obs","22","2003"
"177",2003,23,0,"obs","23","2003"
"178",2003,24,0.000497925,"obs","24","2003"
"179",2003,25,0.000829876,"obs","25","2003"
"180",2003,26,0.0013278,"obs","26","2003"
"181",2003,27,0.00215768,"obs","27","2003"
"182",2003,28,0.00248963,"obs","28","2003"
"183",2003,29,0.00680498,"obs","29","2003"
"184",2003,30,0.0116183,"obs","30","2003"
"185",2003,31,0.0305394,"obs","31","2003"
"186",2003,32,0.0453112,"obs","32","2003"
"187",2003,33,0.0705394,"obs","33","2003"
"188",2003,34,0.0748548,"obs","34","2003"
"189",2003,35,0.0841494,"obs","35","2003"
"190",2003,36,0.0751867,"obs","36","2003"
"191",2003,37,0.0833195,"obs","37","2003"
"192",2003,38,0.510207,"obs","38","2003"
"193",2007,15,0,"obs","15","2007"
"194",2007,16,0,"obs","16","2007"
"195",2007,17,0,"obs","17","2007"
"196",2007,18,0,"obs","18","2007"
"197",2007,19,0,"obs","19","2007"
"198",2007,20,0,"obs","20","2007"
"199",2007,21,0,"obs","21","2007"
"200",2007,22,0,"obs","22","2007"
"201",2007,23,0.000140825,"obs","23","2007"
"202",2007,24,0.000140825,"obs","24","2007"
"203",2007,25,0.00028165,"obs","25","2007"
"204",2007,26,0.000422476,"obs","26","2007"
"205",2007,27,0.00126743,"obs","27","2007"
"206",2007,28,0.0016899,"obs","28","2007"
"207",2007,29,0.00239403,"obs","29","2007"
"208",2007,30,0.00732291,"obs","30","2007"
"209",2007,31,0.00887199,"obs","31","2007"
"210",2007,32,0.023377,"obs","32","2007"
"211",2007,33,0.0383045,"obs","33","2007"
"212",2007,34,0.0597099,"obs","34","2007"
"213",2007,35,0.0851993,"obs","35","2007"
"214",2007,36,0.104774,"obs","36","2007"
"215",2007,37,0.124208,"obs","37","2007"
"216",2007,38,0.541896,"obs","38","2007"
"217",2009,15,0,"obs","15","2009"
"218",2009,16,0,"obs","16","2009"
"219",2009,17,0,"obs","17","2009"
"220",2009,18,0,"obs","18","2009"
"221",2009,19,0,"obs","19","2009"
"222",2009,20,0,"obs","20","2009"
"223",2009,21,0,"obs","21","2009"
"224",2009,22,0,"obs","22","2009"
"225",2009,23,0,"obs","23","2009"
"226",2009,24,0,"obs","24","2009"
"227",2009,25,0.000165426,"obs","25","2009"
"228",2009,26,0.000330852,"obs","26","2009"
"229",2009,27,0.00082713,"obs","27","2009"
"230",2009,28,0.000661704,"obs","28","2009"
"231",2009,29,0.000661704,"obs","29","2009"
"232",2009,30,0.00430108,"obs","30","2009"
"233",2009,31,0.00860215,"obs","31","2009"
"234",2009,32,0.0104218,"obs","32","2009"
"235",2009,33,0.0198511,"obs","33","2009"
"236",2009,34,0.0383788,"obs","34","2009"
"237",2009,35,0.0767577,"obs","35","2009"
"238",2009,36,0.098263,"obs","36","2009"
"239",2009,37,0.110505,"obs","37","2009"
"240",2009,38,0.630273,"obs","38","2009"
"241",2011,15,0,"obs","15","2011"
"242",2011,16,0,"obs","16","2011"
"243",2011,17,0,"obs","17","2011"
"244",2011,18,0,"obs","18","2011"
"245",2011,19,0,"obs","19","2011"
"246",2011,20,0.000390549,"obs","20","2011"
"247",2011,21,0,"obs","21","2011"
"248",2011,22,0,"obs","22","2011"
"249",2011,23,0.000195274,"obs","23","2011"
"250",2011,24,0.000195274,"obs","24","2011"
"251",2011,25,0.000195274,"obs","25","2011"
"252",2011,26,0,"obs","26","2011"
"253",2011,27,0.000390549,"obs","27","2011"
"254",2011,28,0.000390549,"obs","28","2011"
"255",2011,29,0.000976372,"obs","29","2011"
"256",2011,30,0.000781097,"obs","30","2011"
"257",2011,31,0.00214802,"obs","31","2011"
"258",2011,32,0.00488186,"obs","32","2011"
"259",2011,33,0.0113259,"obs","33","2011"
"260",2011,34,0.0230424,"obs","34","2011"
"261",2011,35,0.0513572,"obs","35","2011"
"262",2011,36,0.0757665,"obs","36","2011"
"263",2011,37,0.102714,"obs","37","2011"
"264",2011,38,0.725249,"obs","38","2011"
"265",2013,15,0,"obs","15","2013"
"266",2013,16,0,"obs","16","2013"
"267",2013,17,0,"obs","17","2013"
"268",2013,18,0,"obs","18","2013"
"269",2013,19,0,"obs","19","2013"
"270",2013,20,0,"obs","20","2013"
"271",2013,21,0,"obs","21","2013"
"272",2013,22,0,"obs","22","2013"
"273",2013,23,0.000467435,"obs","23","2013"
"274",2013,24,0.000623247,"obs","24","2013"
"275",2013,25,0.000623247,"obs","25","2013"
"276",2013,26,0.00124649,"obs","26","2013"
"277",2013,27,0.00124649,"obs","27","2013"
"278",2013,28,0.00155812,"obs","28","2013"
"279",2013,29,0.00280461,"obs","29","2013"
"280",2013,30,0.00296042,"obs","30","2013"
"281",2013,31,0.00560922,"obs","31","2013"
"282",2013,32,0.00358367,"obs","32","2013"
"283",2013,33,0.00856965,"obs","33","2013"
"284",2013,34,0.0193207,"obs","34","2013"
"285",2013,35,0.0355251,"obs","35","2013"
"286",2013,36,0.0660642,"obs","36","2013"
"287",2013,37,0.0986289,"obs","37","2013"
"288",2013,38,0.751169,"obs","38","2013"
"289",2015,15,0.000139353,"obs","15","2015"
"290",2015,16,0,"obs","16","2015"
"291",2015,17,0,"obs","17","2015"
"292",2015,18,0,"obs","18","2015"
"293",2015,19,0,"obs","19","2015"
"294",2015,20,0,"obs","20","2015"
"295",2015,21,0,"obs","21","2015"
"296",2015,22,0,"obs","22","2015"
"297",2015,23,0.000139353,"obs","23","2015"
"298",2015,24,0.000278707,"obs","24","2015"
"299",2015,25,0.000696767,"obs","25","2015"
"300",2015,26,0.000557414,"obs","26","2015"
"301",2015,27,0.00139353,"obs","27","2015"
"302",2015,28,0.00222965,"obs","28","2015"
"303",2015,29,0.00445931,"obs","29","2015"
"304",2015,30,0.00529543,"obs","30","2015"
"305",2015,31,0.00933668,"obs","31","2015"
"306",2015,32,0.0101728,"obs","32","2015"
"307",2015,33,0.0111483,"obs","33","2015"
"308",2015,34,0.0178372,"obs","34","2015"
"309",2015,35,0.0331661,"obs","35","2015"
"310",2015,36,0.0535117,"obs","36","2015"
"311",2015,37,0.110368,"obs","37","2015"
"312",2015,38,0.73927,"obs","38","2015"
"313",2017,15,0,"obs","15","2017"
"314",2017,16,0,"obs","16","2017"
"315",2017,17,0,"obs","17","2017"
"316",2017,18,0,"obs","18","2017"
"317",2017,19,0,"obs","19","2017"
"318",2017,20,0,"obs","20","2017"
"319",2017,21,0.000283366,"obs","21","2017"
"320",2017,22,0,"obs","22","2017"
"321",2017,23,0.000283366,"obs","23","2017"
"322",2017,24,0.000566733,"obs","24","2017"
"323",2017,25,0,"obs","25","2017"
"324",2017,26,0.000566733,"obs","26","2017"
"325",2017,27,0.00141683,"obs","27","2017"
"326",2017,28,0.00198356,"obs","28","2017"
"327",2017,29,0.00963446,"obs","29","2017"
"328",2017,30,0.00651743,"obs","30","2017"
"329",2017,31,0.00991782,"obs","31","2017"
"330",2017,32,0.013885,"obs","32","2017"
"331",2017,33,0.020119,"obs","33","2017"
"332",2017,34,0.0297535,"obs","34","2017"
"333",2017,35,0.0303202,"obs","35","2017"
"334",2017,36,0.042505,"obs","36","2017"
"335",2017,37,0.0674412,"obs","37","2017"
"336",2017,38,0.764806,"obs","38","2017"
"337",2019,15,0,"obs","15","2019"
"338",2019,16,0,"obs","16","2019"
"339",2019,17,0,"obs","17","2019"
"340",2019,18,0,"obs","18","2019"
"341",2019,19,0,"obs","19","2019"
"342",2019,20,0,"obs","20","2019"
"343",2019,21,0,"obs","21","2019"
"344",2019,22,0,"obs","22","2019"
"345",2019,23,0,"obs","23","2019"
"346",2019,24,0.000371402,"obs","24","2019"
"347",2019,25,0.00148561,"obs","25","2019"
"348",2019,26,0.00111421,"obs","26","2019"
"349",2019,27,0.00148561,"obs","27","2019"
"350",2019,28,0.00167131,"obs","28","2019"
"351",2019,29,0.00111421,"obs","29","2019"
"352",2019,30,0.00315692,"obs","30","2019"
"353",2019,31,0.00612813,"obs","31","2019"
"354",2019,32,0.00538533,"obs","32","2019"
"355",2019,33,0.0139276,"obs","33","2019"
"356",2019,34,0.0207985,"obs","34","2019"
"357",2019,35,0.0350975,"obs","35","2019"
"358",2019,36,0.0551532,"obs","36","2019"
"359",2019,37,0.0748375,"obs","37","2019"
"360",2019,38,0.778273,"obs","38","2019"
"361",2021,15,0,"obs","15","2021"
"362",2021,16,0,"obs","16","2021"
"363",2021,17,0,"obs","17","2021"
"364",2021,18,0,"obs","18","2021"
"365",2021,19,0,"obs","19","2021"
"366",2021,20,0,"obs","20","2021"
"367",2021,21,0,"obs","21","2021"
"368",2021,22,0,"obs","22","2021"
"369",2021,23,0,"obs","23","2021"
"370",2021,24,0.000219925,"obs","24","2021"
"371",2021,25,0.000219925,"obs","25","2021"
"372",2021,26,0.0017594,"obs","26","2021"
"373",2021,27,0.00197933,"obs","27","2021"
"374",2021,28,0.00109963,"obs","28","2021"
"375",2021,29,0.00395865,"obs","29","2021"
"376",2021,30,0.00461843,"obs","30","2021"
"377",2021,31,0.00681768,"obs","31","2021"
"378",2021,32,0.00989664,"obs","32","2021"
"379",2021,33,0.0136354,"obs","33","2021"
"380",2021,34,0.0257313,"obs","34","2021"
"381",2021,35,0.0285903,"obs","35","2021"
"382",2021,36,0.0453046,"obs","36","2021"
"383",2021,37,0.0598197,"obs","37","2021"
"384",2021,38,0.796349,"obs","38","2021"
"385",1991,15,1.02558e-05,"pred","15","1991"
"386",1991,16,7.46072e-06,"pred","16","1991"
"387",1991,17,1.17141e-05,"pred","17","1991"
"388",1991,18,1.83947e-05,"pred","18","1991"
"389",1991,19,2.96063e-05,"pred","19","1991"
"390",1991,20,5.24325e-05,"pred","20","1991"
"391",1991,21,9.85082e-05,"pred","21","1991"
"392",1991,22,0.000212422,"pred","22","1991"
"393",1991,23,0.000477096,"pred","23","1991"
"394",1991,24,0.00106111,"pred","24","1991"
"395",1991,25,0.00219503,"pred","25","1991"
"396",1991,26,0.00415523,"pred","26","1991"
"397",1991,27,0.0072015,"pred","27","1991"
"398",1991,28,0.0116011,"pred","28","1991"
"399",1991,29,0.0176742,"pred","29","1991"
"400",1991,30,0.0255418,"pred","30","1991"
"401",1991,31,0.034949,"pred","31","1991"
"402",1991,32,0.0450362,"pred","32","1991"
"403",1991,33,0.0548829,"pred","33","1991"
"404",1991,34,0.0644249,"pred","34","1991"
"405",1991,35,0.0743523,"pred","35","1991"
"406",1991,36,0.0849747,"pred","36","1991"
"407",1991,37,0.0947126,"pred","37","1991"
"408",1991,38,0.47632,"pred","38","1991"
"409",1992,15,9.20582e-06,"pred","15","1992"
"410",1992,16,4.86484e-06,"pred","16","1992"
"411",1992,17,8.82035e-06,"pred","17","1992"
"412",1992,18,1.63474e-05,"pred","18","1992"
"413",1992,19,2.93761e-05,"pred","19","1992"
"414",1992,20,5.18208e-05,"pred","20","1992"
"415",1992,21,8.88498e-05,"pred","21","1992"
"416",1992,22,0.000166596,"pred","22","1992"
"417",1992,23,0.000333574,"pred","23","1992"
"418",1992,24,0.000736446,"pred","24","1992"
"419",1992,25,0.00164956,"pred","25","1992"
"420",1992,26,0.00355492,"pred","26","1992"
"421",1992,27,0.00701905,"pred","27","1992"
"422",1992,28,0.0124705,"pred","28","1992"
"423",1992,29,0.0198575,"pred","29","1992"
"424",1992,30,0.0285317,"pred","30","1992"
"425",1992,31,0.0376787,"pred","31","1992"
"426",1992,32,0.046748,"pred","32","1992"
"427",1992,33,0.0554779,"pred","33","1992"
"428",1992,34,0.0639679,"pred","34","1992"
"429",1992,35,0.0725788,"pred","35","1992"
"430",1992,36,0.0816847,"pred","36","1992"
"431",1992,37,0.090552,"pred","37","1992"
"432",1992,38,0.476783,"pred","38","1992"
"433",1993,15,9.71912e-06,"pred","15","1993"
"434",1993,16,5.59252e-06,"pred","16","1993"
"435",1993,17,8.13328e-06,"pred","17","1993"
"436",1993,18,1.25329e-05,"pred","18","1993"
"437",1993,19,2.15995e-05,"pred","19","1993"
"438",1993,20,4.11955e-05,"pred","20","1993"
"439",1993,21,7.95482e-05,"pred","21","1993"
"440",1993,22,0.000155049,"pred","22","1993"
"441",1993,23,0.000293043,"pred","23","1993"
"442",1993,24,0.000581626,"pred","24","1993"
"443",1993,25,0.00118042,"pred","25","1993"
"444",1993,26,0.00245252,"pred","26","1993"
"445",1993,27,0.00503612,"pred","27","1993"
"446",1993,28,0.00978038,"pred","28","1993"
"447",1993,29,0.0173914,"pred","29","1993"
"448",1993,30,0.0277121,"pred","30","1993"
"449",1993,31,0.039463,"pred","31","1993"
"450",1993,32,0.0507408,"pred","32","1993"
"451",1993,33,0.0600489,"pred","33","1993"
"452",1993,34,0.0673807,"pred","34","1993"
"453",1993,35,0.0738481,"pred","35","1993"
"454",1993,36,0.0807166,"pred","36","1993"
"455",1993,37,0.0879962,"pred","37","1993"
"456",1993,38,0.475045,"pred","38","1993"
"457",1994,15,8.12554e-06,"pred","15","1994"
"458",1994,16,5.16738e-06,"pred","16","1994"
"459",1994,17,8.57948e-06,"pred","17","1994"
"460",1994,18,1.42319e-05,"pred","18","1994"
"461",1994,19,2.32967e-05,"pred","19","1994"
"462",1994,20,3.87865e-05,"pred","20","1994"
"463",1994,21,6.7121e-05,"pred","21","1994"
"464",1994,22,0.00012953,"pred","22","1994"
"465",1994,23,0.000261158,"pred","23","1994"
"466",1994,24,0.00053472,"pred","24","1994"
"467",1994,25,0.00106231,"pred","25","1994"
"468",1994,26,0.00204652,"pred","26","1994"
"469",1994,27,0.00384122,"pred","27","1994"
"470",1994,28,0.00709828,"pred","28","1994"
"471",1994,29,0.0126988,"pred","29","1994"
"472",1994,30,0.0213708,"pred","30","1994"
"473",1994,31,0.0331196,"pred","31","1994"
"474",1994,32,0.0466521,"pred","32","1994"
"475",1994,33,0.0596338,"pred","33","1994"
"476",1994,34,0.0702102,"pred","34","1994"
"477",1994,35,0.0780371,"pred","35","1994"
"478",1994,36,0.0843717,"pred","36","1994"
"479",1994,37,0.0902612,"pred","37","1994"
"480",1994,38,0.488506,"pred","38","1994"
"481",1995,15,6.7599e-06,"pred","15","1995"
"482",1995,16,4.4582e-06,"pred","16","1995"
"483",1995,17,7.38879e-06,"pred","17","1995"
"484",1995,18,1.26606e-05,"pred","18","1995"
"485",1995,19,2.22647e-05,"pred","19","1995"
"486",1995,20,4.02167e-05,"pred","20","1995"
"487",1995,21,7.09037e-05,"pred","21","1995"
"488",1995,22,0.000129118,"pred","22","1995"
"489",1995,23,0.000241047,"pred","23","1995"
"490",1995,24,0.000478569,"pred","24","1995"
"491",1995,25,0.000969742,"pred","25","1995"
"492",1995,26,0.00193294,"pred","26","1995"
"493",1995,27,0.00363654,"pred","27","1995"
"494",1995,28,0.00642964,"pred","28","1995"
"495",1995,29,0.0108007,"pred","29","1995"
"496",1995,30,0.0172984,"pred","30","1995"
"497",1995,31,0.0265344,"pred","31","1995"
"498",1995,32,0.0386243,"pred","32","1995"
"499",1995,33,0.0525588,"pred","33","1995"
"500",1995,34,0.0664142,"pred","34","1995"
"501",1995,35,0.0783004,"pred","35","1995"
"502",1995,36,0.0875762,"pred","36","1995"
"503",1995,37,0.0945618,"pred","37","1995"
"504",1995,38,0.513348,"pred","38","1995"
"505",1996,15,1.70039e-05,"pred","15","1996"
"506",1996,16,4.57097e-06,"pred","16","1996"
"507",1996,17,6.5586e-06,"pred","17","1996"
"508",1996,18,1.09038e-05,"pred","18","1996"
"509",1996,19,1.93628e-05,"pred","19","1996"
"510",1996,20,3.55392e-05,"pred","20","1996"
"511",1996,21,6.59077e-05,"pred","21","1996"
"512",1996,22,0.000126905,"pred","22","1996"
"513",1996,23,0.000241658,"pred","23","1996"
"514",1996,24,0.000467305,"pred","24","1996"
"515",1996,25,0.000897993,"pred","25","1996"
"516",1996,26,0.00172902,"pred","26","1996"
"517",1996,27,0.0032776,"pred","27","1996"
"518",1996,28,0.00594276,"pred","28","1996"
"519",1996,29,0.0101067,"pred","29","1996"
"520",1996,30,0.0159926,"pred","30","1996"
"521",1996,31,0.023788,"pred","31","1996"
"522",1996,32,0.033734,"pred","32","1996"
"523",1996,33,0.0458802,"pred","33","1996"
"524",1996,34,0.059727,"pred","34","1996"
"525",1996,35,0.0738882,"pred","35","1996"
"526",1996,36,0.0867085,"pred","36","1996"
"527",1996,37,0.096844,"pred","37","1996"
"528",1996,38,0.540488,"pred","38","1996"
"529",1997,15,2.40517e-05,"pred","15","1997"
"530",1997,16,1.27705e-05,"pred","16","1997"
"531",1997,17,1.61311e-05,"pred","17","1997"
"532",1997,18,1.92036e-05,"pred","18","1997"
"533",1997,19,2.37716e-05,"pred","19","1997"
"534",1997,20,3.47806e-05,"pred","20","1997"
"535",1997,21,5.90066e-05,"pred","21","1997"
"536",1997,22,0.000113251,"pred","22","1997"
"537",1997,23,0.000224434,"pred","23","1997"
"538",1997,24,0.000453051,"pred","24","1997"
"539",1997,25,0.000890576,"pred","25","1997"
"540",1997,26,0.00168403,"pred","26","1997"
"541",1997,27,0.00304924,"pred","27","1997"
"542",1997,28,0.00531334,"pred","28","1997"
"543",1997,29,0.00890064,"pred","29","1997"
"544",1997,30,0.0141752,"pred","30","1997"
"545",1997,31,0.0213521,"pred","31","1997"
"546",1997,32,0.0304469,"pred","32","1997"
"547",1997,33,0.0414207,"pred","33","1997"
"548",1997,34,0.0543013,"pred","34","1997"
"549",1997,35,0.068693,"pred","35","1997"
"550",1997,36,0.083488,"pred","36","1997"
"551",1997,37,0.0967026,"pred","37","1997"
"552",1997,38,0.568602,"pred","38","1997"
"553",2003,15,8.59515e-06,"pred","15","2003"
"554",2003,16,4.9967e-06,"pred","16","2003"
"555",2003,17,8.84871e-06,"pred","17","2003"
"556",2003,18,1.71113e-05,"pred","18","2003"
"557",2003,19,3.44035e-05,"pred","19","2003"
"558",2003,20,6.92586e-05,"pred","20","2003"
"559",2003,21,0.00013211,"pred","21","2003"
"560",2003,22,0.000244669,"pred","22","2003"
"561",2003,23,0.000435587,"pred","23","2003"
"562",2003,24,0.00080363,"pred","24","2003"
"563",2003,25,0.00152961,"pred","25","2003"
"564",2003,26,0.00298704,"pred","26","2003"
"565",2003,27,0.00575687,"pred","27","2003"
"566",2003,28,0.0104693,"pred","28","2003"
"567",2003,29,0.017381,"pred","29","2003"
"568",2003,30,0.0257638,"pred","30","2003"
"569",2003,31,0.0339188,"pred","31","2003"
"570",2003,32,0.0400173,"pred","32","2003"
"571",2003,33,0.0434416,"pred","33","2003"
"572",2003,34,0.0456625,"pred","34","2003"
"573",2003,35,0.0494855,"pred","35","2003"
"574",2003,36,0.0575351,"pred","36","2003"
"575",2003,37,0.0705254,"pred","37","2003"
"576",2003,38,0.593767,"pred","38","2003"
"577",2007,15,2.76983e-06,"pred","15","2007"
"578",2007,16,1.30821e-06,"pred","16","2007"
"579",2007,17,2.10239e-06,"pred","17","2007"
"580",2007,18,3.85076e-06,"pred","18","2007"
"581",2007,19,7.80059e-06,"pred","19","2007"
"582",2007,20,1.70879e-05,"pred","20","2007"
"583",2007,21,3.72471e-05,"pred","21","2007"
"584",2007,22,8.32267e-05,"pred","22","2007"
"585",2007,23,0.000177948,"pred","23","2007"
"586",2007,24,0.000385351,"pred","24","2007"
"587",2007,25,0.000812918,"pred","25","2007"
"588",2007,26,0.00169235,"pred","26","2007"
"589",2007,27,0.00344336,"pred","27","2007"
"590",2007,28,0.00669312,"pred","28","2007"
"591",2007,29,0.0120843,"pred","29","2007"
"592",2007,30,0.0198196,"pred","30","2007"
"593",2007,31,0.0293956,"pred","31","2007"
"594",2007,32,0.0397327,"pred","32","2007"
"595",2007,33,0.0496454,"pred","33","2007"
"596",2007,34,0.058529,"pred","34","2007"
"597",2007,35,0.0662397,"pred","35","2007"
"598",2007,36,0.0730806,"pred","36","2007"
"599",2007,37,0.079693,"pred","37","2007"
"600",2007,38,0.55842,"pred","38","2007"
